source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,Sample Type,Functional Type,MAP (mm/yr),MAT (°C),DOI,Audit Flags
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.233,99.9916,2904.0,-41.665,,,29,-167.0,2.021,v7_new,Soil,soil,,11.34,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.2467,99.9576,2859.0,-41.33,,,29,-155.0,2.021,v7_new,Soil,soil,,11.0,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.2762,99.8765,2969.0,-41.28,,,29,-156.0,2.021,v7_new,Soil,soil,,10.95,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.3295,99.7389,3084.0,-41.137,,,29,-146.0,2.021,v7_new,Soil,soil,,10.72,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.3804,99.688,3137.0,-40.537,,,29,-163.0,2.021,v7_new,Soil,soil,,10.8,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.4764,99.5819,3398.0,-38.582,,,29,-161.0,2.021,v7_new,Soil,soil,,9.52,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.5744,99.4192,3231.0,-38.91,,,29,-151.0,2.021,v7_new,Soil,soil,,10.79,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.7838,98.7447,4126.0,-37.416,,,29,-153.0,2.021,v7_new,Soil,soil,,9.47,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.793,98.7629,4033.0,-37.326,,,29,-154.0,2.021,v7_new,Soil,soil,,9.61,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.7968,98.8812,3671.0,-37.36,,,29,-163.0,2.021,v7_new,Soil,soil,,10.35,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.8231,98.7986,3906.0,-37.16,,,29,-153.0,2.021,v7_new,Soil,soil,,10.25,10.1029/2025PA005167,OK
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Northeast Tibet, drainage: Yangtze",38.8492,99.035,3774.0,-35.641,,,29,-143.0,2.021,v7_new,Soil,soil,,10.49,10.1029/2025PA005167,OK
"Ladd 2021 compilation (Douglas et al., 2012)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Yojoa (Soil), North America",14.91,-87.97,662.0,-33.0,,,29,-115.4,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Huang et al., 2016)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Yichun, Asia",48.52,129.53,272.0,-91.0,,,29,-209.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.55,101.97,3767.0,-98.0,,,29,-237.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.55,101.97,3518.0,-94.0,,,29,-224.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.55,101.97,3676.0,-96.0,,,29,-241.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.57,101.98,3209.0,-89.0,,,29,-200.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.58,101.99,3188.0,-89.0,,,29,-220.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.58,102.01,2808.0,-83.0,,,29,-193.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.58,101.99,3119.0,-88.0,,,29,-207.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.58,102.01,2920.0,-84.0,,,29,-197.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.6,102.05,2220.0,-74.0,,,29,-203.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.6,102.06,2160.0,-73.0,,,29,-214.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.6,102.07,2115.0,-72.0,,,29,-185.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.6,102.07,2005.0,-70.0,,,29,-199.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.6,102.07,2085.0,-72.0,,,29,-206.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.6,102.04,2350.0,-76.0,,,29,-189.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.61,102.11,1645.0,-65.0,,,29,-181.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.61,102.17,1220.0,-58.0,,,29,-195.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.61,102.09,1850.0,-68.0,,,29,-195.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.62,102.11,1740.0,-66.0,,,29,-178.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.63,102.14,1375.0,-61.0,,,29,-169.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.64,102.13,1470.0,-62.0,,,29,-184.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
"Ladd 2021 compilation (Jia et al., 2008)",ETH Zurich: doi:10.3929/ethz-b-000412154,"Mt Gonnga, Asia",29.65,102.11,1610.0,-64.0,,,29,-192.0,,v7_new,Sediment/soil,Mixed,,,10.1029/2020JG005891,OK
Ladd et al. 2021,Manual extraction,"Tol Swamp, Chuuk, Micronesia",7.35,150.6,,-32.0,,,29,-153.0,5.0,v7_new,Swamp sediment,Aquatic/mangrove,,,10.1029/2020JG005891,Missing: elevation
McFarlin et al. 2019,Manual extraction,"T1, Nuuk area, Greenland",64.0,-51.5,,,,,29,-203.0,4.0,v7_new,Lake sediment,Tundra/Sub-Arctic,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"T2, Nuuk area, Greenland",64.0,-51.5,,,,,29,-218.0,4.0,v7_new,Lake sediment,Tundra/Sub-Arctic,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"RTL3, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-232.0,6.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"RTL2, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-224.0,6.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"LSL, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-237.0,5.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"SHL, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-251.0,4.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"USHL, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-257.0,4.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"RTL1, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-240.0,4.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"SEC, Kangerlussuaq, Greenland",67.0,-51.0,,,,,29,-246.0,4.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"WLL (Wax Lips Lake), Thule, Greenland",76.85,-68.66,,,,,29,-264.0,7.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
McFarlin et al. 2019,Manual extraction,"STR, Thule area, Greenland",76.85,-68.66,,,,,29,-248.0,6.0,v7_new,Lake sediment,Tundra,,,10.1016/j.quascirev.2019.105978,"Missing: elevation, d2H_precip"
Roy & Sanyal 2022,Roy & Sanyal 2022 Table 2,"Gangetic floodplain, India",25.0,83.0,,-57.0,,,29,-212.03813025,4.8984542791716,v7_new,Soil,Mixed vegetation (soil),,,10.1016/j.quaint.2021.09.004,Missing: elevation
Roy & Sanyal 2022,Roy & Sanyal 2022 Table 2,"Gangetic floodplain, India",25.0,83.0,,-57.0,,,29,-150.5190408,6.9613931291601,v7_new,Soil,Mixed vegetation (soil),,,10.1016/j.quaint.2021.09.004,Missing: elevation
Roy & Sanyal 2022,Roy & Sanyal 2022 Table 2,"Gangetic floodplain, India",25.0,83.0,,-57.0,,,29,-170.81701845,10.15054775454974,v7_new,Soil,Mixed vegetation (soil),,,10.1016/j.quaint.2021.09.004,Missing: elevation
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Taylor Road and WA SR10",47.2,-120.8,570.0,-89.2,,,29,-206.2,1.8,v7_new,Soil,Soil,645.3,7.8,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Near Cannon Mine, Methow St, Wenatchee",47.4,-120.3,390.0,-90.4,,,29,-200.4,1.4,v7_new,Soil,Soil,260.2,10.0,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Rockaway Beach Park, Bainbridge Island",47.6,-122.5,1.0,-67.0,,,29,-208.3,3.3,v7_new,Soil,Soil,1022.3,11.5,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Chiwawa River/Chiwawa Basin Trail",48.1,-120.9,1467.4,-102.2,,,29,-221.2,2.7,v7_new,Soil,Soil,1851.7,3.9,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Suiattle River Road",48.3,-121.3,349.2,-84.7,,,29,-193.0,1.8,v7_new,Soil,Soil,2321.6,9.0,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Leader Lake State Park",48.4,-119.7,720.5,-102.4,,,29,-230.0,3.1,v7_new,Soil,Soil,358.4,8.6,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Bowman Bay, Deception Pass State Park",48.4,-122.7,12.0,-72.0,,,29,-162.4,1.8,v7_new,Soil,Soil,596.5,10.3,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Thompson Ridge Road",48.4,-120.3,1170.0,-104.9,,,29,-221.3,1.2,v7_new,Soil,Soil,650.4,6.4,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 42 off Loup Loup Summit",48.4,-119.9,1387.0,-110.4,,,29,-249.9,1.5,v7_new,Soil,Soil,601.5,4.5,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Leader Lake State Park",48.4,-119.7,731.0,-102.4,,,29,-228.3,1.0,v7_new,Soil,Soil,358.4,8.6,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Cascade Pass",48.5,-121.1,1586.5,-106.5,,,29,-202.6,2.3,v7_new,Soil,Soil,2014.3,3.4,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Cedar Creek Trail",48.5,-120.5,1350.0,-106.4,,,29,-258.8,1.1,v7_new,Soil,Soil,1137.5,4.6,10.1016/j.orggeochem.2023.104572,NOTE: ε outside typical range (-170‰)
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Sauk Mountain Road",48.5,-121.6,909.0,-94.4,,,29,-222.8,3.7,v7_new,Soil,Soil,2883.7,6.5,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Lookout Mountain Lookout Trail",48.5,-121.3,1096.0,-94.1,,,29,-208.4,5.5,v7_new,Soil,Soil,2409.7,5.9,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Eightmile Creek",48.6,-120.2,885.0,-103.9,,,29,-229.5,1.0,v7_new,Soil,Soil,609.6,6.4,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Squire's Lake Trail",48.6,-122.4,163.0,-82.7,,,29,-169.8,1.3,v7_new,Soil,Soil,1249.2,9.6,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Hathaway Road (Prairie, WA)",48.6,-122.2,174.0,-79.8,,,29,-179.3,4.3,v7_new,Soil,Soil,1635.4,9.2,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Medford/Scott Paper Road",48.6,-122.0,533.0,-86.6,,,29,-203.0,2.9,v7_new,Soil,Soil,2429.9,8.8,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Easy Pass Trail",48.6,-120.8,1522.0,-104.3,,,29,-207.6,0.0,v7_new,Soil,Soil,1417.3,3.3,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Goat Peak Road",48.6,-120.4,1408.0,-108.4,,,29,-256.9,0.7,v7_new,Soil,Soil,680.9,5.3,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Hagood Cutoff off Pine Creek Road",48.6,-119.6,446.0,-102.7,,,29,-204.1,1.3,v7_new,Soil,Soil,331.1,9.0,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, South Fork Park, Deming",48.7,-122.2,107.2,-79.9,,,29,-210.5,2.9,v7_new,Soil,Soil,1379.0,10.1,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 12 off Baker Lake Road, Elbow Lake Junction",48.7,-121.8,895.7,-93.5,,,29,-201.3,2.6,v7_new,Soil,Soil,3719.3,7.2,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Shannon Creek Campground, N Baker Lake",48.7,-121.6,240.6,-86.4,,,29,-188.5,0.8,v7_new,Soil,Soil,2391.6,8.7,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Salmon Meadows, Conconully",48.7,-119.8,1354.1,-111.7,,,29,-236.6,1.8,v7_new,Soil,Soil,571.3,3.7,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 12 off Baker Lake Road, Elbow Lake Junction",48.7,-121.8,877.0,-93.5,,,29,-196.6,1.3,v7_new,Soil,Soil,3719.3,7.2,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, FR 100 off Chewuch Road",48.7,-120.2,1022.0,-106.1,,,29,-231.5,3.2,v7_new,Soil,Soil,540.5,6.3,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Nugent's Corner River Access",48.8,-122.3,75.0,-79.6,,,29,-183.5,1.1,v7_new,Soil,Soil,1231.9,10.5,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Heliotrope Ridge Trailhead",48.8,-121.9,1118.1,-95.6,,,29,-193.6,1.0,v7_new,Soil,Soil,2948.1,6.1,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, West Chewuch Rd b/n Andrews and Lake Creek",48.8,-120.1,874.0,-106.8,,,29,-207.8,2.1,v7_new,Soil,Soil,539.2,6.2,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Spectacle Lake",48.8,-119.5,421.0,-105.3,,,29,-232.9,3.7,v7_new,Soil,Soil,302.7,9.2,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Fancher Dam Road and Havillah Road",48.8,-119.3,981.4,-111.7,,,29,-224.9,1.9,v7_new,Soil,Soil,435.3,6.0,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Fancher Dam Road and Havillah Road",48.8,-119.3,982.0,-111.7,,,29,-257.3,1.2,v7_new,Soil,Soil,435.3,6.0,10.1016/j.orggeochem.2023.104572,OK
Sisley & Wolhowe (2023),Supplement Table S1 (soil),"Cascades transect, WA, Big Tree Trail, Bonaparte State Park",48.9,-119.0,1156.4,-114.6,,,29,-244.4,3.0,v7_new,Soil,Soil,450.1,5.1,10.1016/j.orggeochem.2023.104572,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T1L9 (T1L9),31.38868,-84.39601,54.0,-21.0,,,29,-159.0,,v7_new,Lake surface sediment,Bulk sediment,1300.0,19.2,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Morgan (T2L11),31.66976,-81.81111,11.0,-21.0,,,29,-136.0,,v7_new,Lake surface sediment,Bulk sediment,1229.0,19.5,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T1L8 (T1L8),32.34999,-86.20918,87.0,-23.0,,,29,-162.0,,v7_new,Lake surface sediment,Bulk sediment,1287.0,18.2,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Turkey Hill (T2L12),33.55354,-80.84634,73.0,-26.0,,,29,-158.0,,v7_new,Lake surface sediment,Bulk sediment,1202.0,17.8,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Lamar (T1L7),33.77759,-88.23522,110.0,-25.0,,,29,-170.0,,v7_new,Lake surface sediment,Bulk sediment,1431.0,16.5,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Bear Creek (T1L6),34.71125,-90.69264,80.0,-29.0,,,29,-153.0,,v7_new,Lake surface sediment,Bulk sediment,1302.0,16.3,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Wheatfield (T2L13),35.17073,-79.67573,169.0,-28.0,,,29,-158.0,,v7_new,Lake surface sediment,Bulk sediment,1170.0,15.9,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Ferguson (T1L5),35.88266,-92.6309,473.0,-35.0,,,29,-169.0,,v7_new,Lake surface sediment,Bulk sediment,1175.0,14.1,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Buffalo (T2L14),36.62386,-78.57864,12.0,-30.0,,,29,-167.0,,v7_new,Lake surface sediment,Bulk sediment,1108.0,14.5,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Spring (T1L4),37.05976,-94.73146,245.0,-36.0,,,29,-168.0,,v7_new,Lake surface sediment,Bulk sediment,1153.0,14.4,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T1L3 (T1L3),37.76569,-97.31961,405.0,-41.0,,,29,-160.0,,v7_new,Lake surface sediment,Bulk sediment,878.0,13.7,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Locust Shade (T2L15),38.53797,-77.34658,45.0,-38.0,,,29,-173.0,,v7_new,Lake surface sediment,Bulk sediment,1040.0,13.6,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Antelope (T1L2),39.37553,-100.11211,725.0,-56.0,,,29,-178.0,,v7_new,Lake surface sediment,Bulk sediment,392.0,10.2,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Middle Creek (T2L16),40.27465,-76.23239,175.0,-49.0,,,29,-175.0,,v7_new,Lake surface sediment,Bulk sediment,1139.0,11.4,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Overland (T1L1),40.621,-103.182,1200.0,-73.0,,,29,-190.0,,v7_new,Lake surface sediment,Bulk sediment,392.0,10.2,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Cody Pond (T3L29),41.15055,-100.75241,852.0,-65.0,,,29,-165.0,,v7_new,Lake surface sediment,Bulk sediment,523.0,9.6,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Norwalk (T2L24),41.23881,-82.58788,244.0,-52.0,,,29,-189.0,,v7_new,Lake surface sediment,Bulk sediment,966.0,9.9,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,LaPrele Pond (T3L30),41.31952,-105.54942,2181.0,-98.0,,,29,-224.0,,v7_new,Lake surface sediment,Bulk sediment,353.0,5.4,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Libby Flats (LF15),41.32491,-106.28588,3192.0,-118.0,,,29,-226.0,,v7_new,Lake surface sediment,Bulk sediment,1014.0,0.1,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Eagle (T2L25),41.43546,-85.57648,275.0,-47.0,,,29,-164.0,,v7_new,Lake surface sediment,Bulk sediment,954.0,9.8,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Cottonwood (T3L28),41.44972,-96.56627,370.0,-61.0,,,29,-167.0,,v7_new,Lake surface sediment,Bulk sediment,773.0,10.2,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Beaver Meadows (T2L23),41.52093,-79.11079,523.0,-65.0,,,29,-175.0,,v7_new,Lake surface sediment,Bulk sediment,1165.0,7.3,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Mendota (T2L26),41.55853,-89.13097,235.0,-44.0,,,29,-174.0,,v7_new,Lake surface sediment,Bulk sediment,928.0,9.5,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Quarry Spring (T2L27),41.68668,-93.24137,241.0,-41.0,,,29,-180.0,,v7_new,Lake surface sediment,Bulk sediment,908.0,10.1,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,T2L17 (T2L17),41.69247,-74.68755,479.0,-55.0,,,29,-174.0,,v7_new,Lake surface sediment,Bulk sediment,1224.0,7.7,10.1016/j.gca.2022.11.001,OK
Stefanescu et al. 2023,Wyoming Data Repository doi:10.15786/20126483,Batterson (T2L21),41.71002,-72.78982,94.0,-49.0,,,29,-187.0,,v7_new,Lake surface sediment,Bulk sediment,1248.0,10.0,10.1016/j.gca.2022.11.001,OK
