source,compilation,location,latitude,longitude,elevation,d2H_precip,d2H_precip_err,d2H_precip_year,chain,d2H_wax,d2H_wax_err,data_source,DOI,audit_flags,sample_type
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK07-5_2)",-27.8412,32.4784,,,,,29,-164.8,0.0,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK21-1)",-27.746,32.5021,,,,,29,-138.5,0.2,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK22-1)",-27.746,32.5021,,,,,29,-150.9,0.1,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK20-1)",-27.7254,32.4868,,,,,29,-155.0,0.3,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK20-2)",-27.7254,32.4868,,,,,29,-146.5,0.2,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK10-1)",-27.6962,32.4746,,,,,29,-160.3,0.1,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK12-1)",-27.6961,32.4679,,,,,29,-149.5,0.8,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK03-1)",-27.6628,32.4199,,,,,29,-138.9,,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK03-2)",-27.6628,32.4199,,,,,29,-160.4,1.0,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK03-3)",-27.6628,32.4199,,,,,29,-145.7,,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK02-3)",-27.6548,32.4031,,,,,29,-143.9,0.1,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK01-10)",-27.5987,32.3021,,,,,29,-131.5,0.2,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK06-1)",-27.5918,32.2185,,,,,29,-147.4,0.3,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Gensel et al. 2022,,"Mkhuze Wetland, South Africa (MK05-1)",-27.5839,32.1471,,,,,29,-143.3,0.2,Gap-fill v8,10.5194/bg-19-2881-2022,OK,Surface sediment
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",22.19287,100.527905,1400.0,-81.993,,,29,-209.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",22.341296,101.270996,931.0,-28.308,,,29,-212.0,2.475,Computer v6,10.1029/2025PA005167,NOTE: ε outside typical range (-189‰),Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",22.71668,101.32093,956.0,-31.696,,,29,-188.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",25.597,100.0586,1265.0,-57.647,,,29,-160.0,3.5,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",25.937,99.3351,1745.0,-58.771,,,29,-172.0,3.5,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",26.486,99.6988,2635.0,-63.725,,,29,-212.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",26.524,99.7771,2357.0,-64.572,,,29,-166.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",26.595,99.8465,2463.0,-63.978,,,29,-183.0,3.5,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",26.667,99.932,2459.0,-90.325,,,29,-167.0,3.5,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",26.8637,100.0371,2500.0,-64.811,,,29,-188.0,3.5,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",26.882,100.0011,1881.0,-68.031,,,29,-195.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.073,99.5562,2549.0,-85.94,,,29,-190.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.1409,100.6678,3075.0,-60.819,,,29,-215.0,3.5,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.223472,100.025806,1970.0,-73.388,,,29,-203.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.399,100.8425,2538.0,-65.785,,,29,-169.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.4581,101.2959,2754.0,-65.567,,,29,-181.0,3.5,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.4987,101.334,2233.0,-67.781,,,29,-194.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.6314,85.9625,1660.0,-53.157,,,29,-161.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.6323,100.8164,3340.0,-66.051,,,29,-191.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.6397,84.1091,160.0,-42.018,,,29,-157.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.64441333,100.9693,2362.0,-68.434,,,29,-185.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",27.7433,100.7687,2764.0,-70.684,,,29,-205.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.8,85.0,416.0,-53.502,,,29,-151.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9656,85.9669,1960.0,-78.225,,,29,-190.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9658,85.9792,1690.0,-76.582,,,29,-162.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9664,85.9653,1770.0,-78.468,,,29,-174.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9744,85.9717,1850.0,-78.878,,,29,-166.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9767,85.9764,2060.0,-78.765,,,29,-156.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9831,85.9686,2210.0,-79.522,,,29,-183.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",27.9942,85.9819,2330.0,-80.206,,,29,-205.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0042,85.9775,2570.0,-80.386,,,29,-190.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0294,85.9853,2800.0,-81.789,,,29,-193.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0378,85.9892,3090.0,-82.276,,,29,-214.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0403,85.9881,2920.0,-82.432,,,29,-211.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0653,86.0025,3280.0,-82.781,,,29,-219.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.0881,86.0008,3360.0,-85.738,,,29,-216.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1194,85.9923,3485.0,-87.951,,,29,-183.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1256,85.9889,3607.0,-88.92,,,29,-210.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1431,85.9831,3795.0,-89.777,,,29,-210.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.1778,85.9847,3820.0,-91.725,,,29,-199.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.22,86.0011,3920.0,-96.641,,,29,-197.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",28.239528,99.278222,2247.0,-96.701,,,29,-220.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.2639,83.7339,850.0,-69.135,,,29,-177.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.3028,86.0367,4150.0,-103.536,,,29,-226.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.3675,86.0983,4340.0,-107.145,,,29,-217.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",28.416856,98.963267,3750.0,-99.233,,,29,-240.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4386,86.1561,4497.0,-110.476,,,29,-228.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.442784,98.427243,3516.0,-100.563,,,29,-243.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Mekong",28.455253,98.869416,3300.0,-101.193,,,29,-230.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4677,97.0338,1514.0,-107.258,,,29,-179.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4756,86.1639,4658.0,-112.504,,,29,-216.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.485,86.1572,4758.0,-112.066,,,29,-224.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.4889,86.1481,4852.0,-112.712,,,29,-239.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.5114,97.0788,1468.0,-107.562,,,29,-186.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.5164,86.1672,5145.0,-114.989,,,29,-218.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.5725,97.0924,1628.0,-109.72,,,29,-171.0,2.475,Computer v6,10.1029/2025PA005167,NOTE: ε outside typical range (-69‰),Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.6009,97.208,1832.0,-109.673,,,29,-181.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.6202,97.345,2200.0,-108.783,,,29,-180.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.7722,87.2478,4545.0,-121.811,,,29,-240.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.8375,97.4897,2614.0,-115.503,,,29,-195.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,drainage: Brahmaputra,28.89,90.23,4855.0,-106.037,,,29,-199.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.8933,90.1672,5046.0,-110.043,,,29,-249.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.9441,97.4256,2758.0,-120.394,,,29,-197.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",28.9908,97.402,2891.0,-122.506,,,29,-203.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,drainage: Brahmaputra,29.0322,90.4704,4445.0,-113.556,0.0,,29,-187.0,2.475,Both,10.1029/2025PA005167,OK,Lake sediment
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.0378,97.3622,2931.0,-122.978,,,29,-179.0,2.475,Computer v6,10.1029/2025PA005167,NOTE: ε outside typical range (-64‰),Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.0952,97.2759,3190.0,-123.144,,,29,-214.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.1517,88.595,4040.0,-115.568,,,29,-211.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.1711,97.201,3433.0,-123.007,,,29,-209.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.2078,90.6178,4780.0,-113.134,,,29,-264.0,2.475,Computer v6,10.1029/2025PA005167,NOTE: ε outside typical range (-170‰),Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.2289,90.6372,4006.0,-114.624,,,29,-221.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.2667,90.6231,3609.0,-117.405,,,29,-207.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3143,96.9948,4616.0,-118.313,,,29,-241.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3176,97.0302,4803.0,-119.126,,,29,-253.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3198,97.1707,3732.0,-123.722,,,29,-190.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3255,97.0399,4700.0,-118.503,,,29,-262.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3279,97.1352,3911.0,-122.846,,,29,-194.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3296,97.055,4488.0,-119.989,,,29,-228.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3296,97.055,4488.0,-119.989,,,29,-223.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3326,97.0727,4200.0,-121.001,,,29,-238.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3415,96.9256,4590.0,-116.769,,,29,-215.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Yunnan, drainage: Yangtze",29.37175,98.678028,3589.0,-107.728,,,29,-220.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.3902,96.8516,4196.0,-119.651,,,29,-241.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.4797,96.6523,3922.0,-113.734,,,29,-204.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.5005,96.7307,3921.0,-116.763,,,29,-215.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.5343,96.523,3682.0,-106.223,,,29,-197.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.5363,96.5,3596.0,-109.352,,,29,-200.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.6035,96.3903,3395.0,-107.959,,,29,-200.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.6275,96.2753,3231.0,-110.517,,,29,-181.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,drainage: Brahmaputra,29.654,96.716,4431.0,-114.634,7.0,,29,-193.0,2.475,Both,10.1029/2025PA005167,OK,Lake sediment
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.6967,92.2256,4348.0,-122.308,,,29,-228.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.7224,96.1323,3075.0,-110.051,,,29,-204.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.7368,94.2869,3052.0,-100.836,,,29,-212.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.7488,91.9488,3995.0,-126.169,,,29,-230.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.774,92.3269,4713.0,-122.507,,,29,-233.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.804,95.8247,2816.0,-103.884,,,29,-198.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.82,93.764,3190.0,-116.107,,,29,-207.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8305,92.3437,4968.0,-125.693,,,29,-233.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8379,92.3237,4802.0,-125.853,,,29,-244.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8501,93.6851,3211.0,-116.271,,,29,-217.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.871,92.6397,4028.0,-125.156,,,29,-224.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8734,92.5322,,-125.112,,,29,-220.0,2.475,Computer v6,10.1029/2025PA005167,Missing: elevation,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8734,92.5322,4186.0,-125.112,,,29,-223.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.879528,97.652389,3818.0,-116.23,,,29,-246.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.8949,93.362,3371.0,-119.204,,,29,-206.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.9022,93.188,3439.0,-123.019,,,29,-196.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.9044,92.7501,3883.0,-125.877,,,29,-222.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",29.9128,92.364,4437.0,-127.137,,,29,-231.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",30.033,92.9286,3644.0,-128.422,,,29,-223.0,2.475,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",30.1066,90.5447,4236.0,-130.345,,,29,-211.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,"Himalaya, drainage: Brahmaputra",30.6047,91.5218,4595.0,-131.788,,,29,-241.0,2.021,Computer v6,10.1029/2025PA005167,OK,Soil
Hren & Brandon 2026,Hren & Brandon 2026 Zenodo: 17209981,drainage: Brahmaputra,30.645,90.6372,4718.0,-96.033,,,29,-246.0,2.475,Computer v6,10.1029/2025PA005167,OK,Lake sediment
